id	tweet	class
	RT @SenorSteez  This whole week was trash	NOT
	RT @SenseiQuan  Hoes ain't shit RT @Now_Thats_Fresh  How superficial bitches are http //tco/KIN2P59NjE	OFF
	RT @SeoRedondo  If a bitch tries to get crazy tomorrow http //tco/bY1j7hmQ3Z	OFF
	RT @SethMacFarlane  And thus endeth our warm  fuzzy holiday lesson  Never take those you love for granted  for they can be gone in a flash	NOT
	RT @SexTaIk  When you have a good girl  say no to hoes	OFF
	RT @SexualGif  If your girlfriend doesn't like that bitch  then don't talk to that bitch	OFF
	RT @SexualGif  when you see a hoe talking to bae but she not even on your level http //tco/DphkPab4c7	OFF
	RT @SexualTruth  Don't give a man the pussy until he gives you a relationship #Truth	OFF
	RT @SexualTruth  Eating your womans pussy is good for the soul	OFF
	RT @SexualTruth  I want to lick one lucky  HEALTHY     CLEAN woman's pussy tonight to totally change her life    views about men forever	OFF
	RT @SexualTruth  Jesus turns water into wine  Instagram turns busted bitches into dimes	OFF
	RT @SexualTruth  SEX FACT  A lot of women say getting their ass eaten feels better than getting their pussy eaten	OFF
	RT @Sexualgif  bitches are so shady oh my god  #128514  #128514  http //tco/dJ3SrlwbTK	OFF
	RT @Sexualgif  if we're dating  don't be a sensitive bitch when i insult you i expect to be insulted back	OFF
	RT @Sexualgif  if you pass up the chance with a hot faithful girl cause the single life with hoes is on your mind you are just plain dumb m #8230 	OFF
	RT @Sexualgif  this bitch was so ungrateful  #128553  #128148  http //tco/exbLrnsyZv	OFF
	RT @Sexualgif  when u go through bae's phone    there's no hoes on there http //tco/CYEJV5l608	OFF
	RT @SexyKarenFisher  Oh it's Saturday funny time You better redneck necognize http //tco/qc4mgs3ejp	NOT
	RT @Seymor_Buccs  Man  most of you coons couldn't jus up in quit yo job  if you found out ya boss racist  so shut tha fucc up Niggas love  #8230 	OFF
	RT @Shaa_Jenkins  If I hit ya nigga   bitch I'm sorry  #128520  #128526 	OFF
	RT @ShabbaCranks  Running a train is fucking a bitch  you finish Then somebody else come in and fuck the bitch That's a gangbang speak of #8230 	OFF
	RT @ShadonHendrix  Same hoes running back tellin you shit about me be the same hoes trynna fuck you  same niggas tellin u shit be the mayne #8230 	OFF
	RT @ShadowBeatz_Inc  I know you have me blocked  but next week bitch @KYR_SP33DY	OFF
	RT @ShadyLadyHH  When the rose-colored glasses come off and you still want to be there  true love happens	NOT
	RT @ShaeBoogie__  Some bitches only cute when they mouth closed  that smile is what fuck yall up bye teeth  #128514  #128514  #128514  #128074 	OFF
	RT @Shakestweetz  Friends of @philbarron  @javachik has let me know that Phil is very ill His infection has gone septic  and he is fightin #8230 	NOT
	RT @Shakilaahh  - LOOOOOOL #128557  2nd best tweaking hoe vine #128557  https //tco/m6Anq9CQS9	OFF
	RT @Shalewis09  Larry Elder is an Uncle Tom I cannot believe how he is degrading a child	NOT
	RT @ShamarGotHoes  J Cole ain't trash Period	NOT
	RT @ShamarGotHoes  These hoes Smh http //tco/PRr9JkrBSp	OFF
	RT @ShanTaughtUwell  Never trust a bitch that try to be a side bitch	OFF
	RT @Shan_RBM  They say crazy girls got the best pussy #128530 	OFF
	RT @ShaneDennis37  In theNothing Lasts Forevercategory  I can barely recognize any Yankees tonight	NOT
	RT @ShawnHarvey0  @1stBlocJeremiah I ain't gettin my hands tatted dumb ass  y yo bitch ass leave da bus stop last night  the main was goin	OFF
	RT @Shawnzie3  Foxtrot Uniform Charlie Kilo	OFF
	RT @ShayDMVsFinest  I know I got good pussy  #128133 	OFF
	RT @She2Foreign  I don't want yo bitch  she gotta be foreign  #128564 	OFF
	RT @SheBoundTa_G_O  @WeDont_SmokeREG money ova bitches I'm yellin it ta da grave developed at ah young age  go afta wat pays  #128526 	OFF
	RT @SheDreamsTheD  Don't ever be ashamed of who you are  unless you a hoe	OFF
	RT @SheDreamsTheD  You girls be 13 talking aboutI hate sleeping alone Well bitch you better buy a damn teddy bear	OFF
	RT @SheMoansNookie  Can't even tell a bitch hey without thinking you tryna get at them Lmao Y'all sumn else Get real	OFF
	RT @SheScreamsGera  Stop complaining about being single hoe We have bigger problems here Rn Like McDonald #8217 s doesn #8217 t serve breakfast after  #8230 	OFF
	RT @SheScreams_Mami  These hoes ain't loyal #128581  #128175  #128076 	OFF
	RT @SheSeauxSaditty  Yall act like your pussy did something magical because a nigga suddenly didn't pull out Naw  he just didn't pull out  #8230 	OFF
	RT @SheTrillaryC___  You can't tell a bitch shit when they get a Job  #128514  #128514  #128514  #128514 	OFF
	RT @SheWilI  When you go to a college party and you don't see any bitches http //tco/ACUT5eT3tU	OFF
	RT @SheeeRatchet  When you and your boys discover a hoe #128514  #128514  #128514  https //tco/QHoHalWQJ2	OFF
	RT @SheisJasNicole  Them hoes are temporary  but a good woman will always be a good woman	OFF
	RT @ShelbyLaVelle_  Last retweet  #128553  #128588  you bitches be confused	OFF
	RT @ShelbyMccurry  I'll purposely read your message just so you know I read it and didn #8217 t reply I can be a bitch like that #SorryNotSorry	OFF
	RT @ShelleT1986  Great start the morning My daughter danced herself into the coffee table and gave herself a nice shiner Yea she's a wh #8230 	NOT
	RT @ShellyGrimage  It ain't nothing to cut that bitch off	OFF
	RT @ShesAddicted2Me @187XO_  ' I rather jack off then fuck hoes tbh   That shit boring give me a wife Lmfao   Little Be Like 	OFF
	RT @SheswantstheD  If you take your girl back after she cheats on you  you're a little bitch	OFF
	RT @SheswantstheD  Lmao how niggas be with the side hoe http //tco/Y0sja0dyFM	OFF
	RT @SheswantstheD  these hoes ain't loyal http //tco/6xRobDfZtk	OFF
	RT @SheswantstheD  trying so hard to resist the urge to smack a bitch http //tco/Cvnlm1I3Ls	OFF
	RT @SheswantstheD  when u and ur boys discover a hoe http //tco/3tK3UsCLwd	OFF
	RT @Shimshammy  I just wanna ball my fist in your hair and shake the bitch right out of you	OFF
	RT @Shirleeey___   #8220 @Satisfied_x  At this Hispanic church Jesus please respond to her #128514  #128514  https //tco/JG0oL54Ney #8221  #128128  #128514  you a hoe for this	OFF
	RT @ShitPussiesSay  Dudes built like a crushed Twinkie http //tco/1WsYI6gDVP	NOT
	RT @ShitPussiesSay  Lets butt chug Mikes Hard Lemonade	OFF
	RT @ShitPussiesSay  What's with all these pussies turning themselves into Yu-Gi-Oh cards lately http //tco/sfVcNdHWzV	OFF
	RT @ShmurdaGang  Free wop	NOT
	RT @Shoota1017  I wish sombody get this hoe away from me	OFF
	RT @Shoq  He no doubt copied it from someone else RT @KilloughCNN  Alert  The mock turtleneck is back http //tco/uM7aTH7tHT	NOT
	RT @ShowMeATittie  LMAO bruh RT @BlazeTheGreat_  Oooooo let me find a shooting star so I could wish a bitch would http //tco/9dqLU7dZrY	OFF
	RT @ShowMeATittie  P #8217 s up hoes down  if ya bitch can #8217 t swim then tha hoe gone drown	OFF
	RT @ShowMeATittie  This bitch on Maury a thug	OFF
	RT @ShowMeATittie  What it ih hoe  wassuh can a nigga get in dem guts	OFF
	RT @ShreddyBrady  How close I am to slapping a bitch http //tco/1aiH4BfCxk	OFF
	RT @Shvkeir  Dr Suess made his own words to rhyme off of nigga was trash i hated them books as a kid	OFF
	RT @ShxtWesleySays Let me put my kids up in ya mouth bitch I'ma turn this shit into a foster home	OFF
	RT @ShyGlizzy  your bf is broke bitch	OFF
	RT @Shyswag69  @torres5salvador you got old bitches upgrade them	OFF
	RT @Sialovely_  I could literally be crying one minute get up wipe my face    walk out the room like bitch turn uuuup  #128514  #128514  #128514  idk it's weird	OFF
	RT @SickDrawings  3D bird    feather drawing http //tco/tcPRVBGspt	NOT
	RT @SilversWright   #8220 @LosBeOnIt  999% of bitches are hoes except my mama #8221  #128514  #128514  #128514 	OFF
	RT @SimoneMariposa  using words such as  #8220 dick #8221  and  #8220 pussy #8221  in regular convo is just too vulgar for me	OFF
	RT @SimplyLucyLu  Welp RT @iDntWearCondoms  The girl of your dreams is a hoe and the guy of your dreams ain't shit Facts of life	OFF
	RT @SimplyPerfectt_  Girls  don't let a guy treat you like a yellow starburst You are a pink starburst	NOT
	RT @SimplyShaay   #58386  #58386 VibinWitTheGods  If I don't text you no more thats Cuz you a boring bitch just so y'all hoes know	OFF
	RT @SimpsonsQOTD   #8220 That's a very nice jig  Kearney Now isn't dancing much more fun than bullyinghttp //tco/dk7rcqM1FS	NOT
	RT @SincerelyTumblr  Becoming a cold hearted bitch wasn #8217 t really what I planned to do with my life but here I am	OFF
	RT @SirBhill  Bitches love Miley Cyrus and Rihanna cuz they speak to every girls inner hoe	OFF
	RT @SirJakel  The awkward moment when you're changing in the gym and your penis head slips through the slit of your boxers	OFF
	RT @SirStern  Claim whatever part of her u please  fuck her to bliss or bruise her sweet pussy with a crop till she begs to be your filthy  #8230 	OFF
	RT @SirTweak_Alot  Duncanville girls cold den a hoe	OFF
	RT @Sir_Strange Don't be a stupid fucking bitch  - me  to stupid fucking bitches	OFF
	RT @Sir_Strange  Her pussy loves it when I speak in tongues	OFF
	RT @Sir_Strange  Sorry that I came into your pussy like a wrecking ball	OFF
	RT @Skate808s  God all a nigga trust I can't trust that gun cuz if that bitch jam I'm fucked can't trust niggas they bitches got they dicks #8230 	OFF
	RT @SkinnieTalls  It's not as easy as you'd think to find an astronaut monkey outfit at the last minute	NOT
	RT @SkinnyKenny13 @1017_Sqquad  When a fat bitch want you and a skinny bitch can't cook nothin for you  #128514  #128514  #128514  these hoes ain't hungry  #128514  #128514 do #8230 	OFF
	RT @Skraw_Berry  Oh I would've stood up Fall back hoe	OFF
	RT @SkylarLogsdon  @viva_based bruh you fucked the shit out of my taste buds with that bitch	OFF
	RT @Slanguage  Stop flattering yourself  bitch The only fan you have is on your ceiling	OFF
	RT @Slickem_hound Yall still getting y'all face beat igggggy + you still taking pics with a face full of pussy nutDawg yoi a slut	OFF
	RT @SlikHawk  That's who dumb bitch #GoHawks http //tco/0iNjjm374v	OFF
	RT @SlimBlanco_   #8220 @YSDrillary  bitches is so corny #8221  SOOOOOOO corny 	OFF
	RT @SlimGirl_Probz   #8220 @TRESHON_SCROOGE  Oomf pregnant from dat dog in the hood dat chase erbody  #128514  #128514  #128514  #8221 REAL funny bitch	OFF
	RT @Slutty_Hermione  Twerking in the chamber of secrets  with all my bad bitches #twerkteam	OFF
	RT @Slygirl08  You say  #8220 potato #8221   your pimp says  #8220 put out  ho #8221 	OFF
	RT @Smart_Cookie86  If I had to pick a President of the Uncle Tom association I would pick Larry Elder	NOT
	RT @SmiIe  These hoes ain't loyal http //tco/fGTzQwnSxk	OFF
	RT @Smiilze  I'm finally finished work I'm going to have to chug this bottle of wine to catch up to you guys Challenge accepted	NOT
	RT @Smith_Wessern  Some hoes live jus to hit the clubs every weekend   #128564  #128080 	OFF
	RT @SmokedOutQuille  bitches sayor nahwith everything I'm cute  #128129  or nah chillin wit my bro   suck his dick or nah  #127814  #128069  #128166  tracks showin o #8230 	OFF
	RT @Smokinonkaya_  She said I hurt her feelings now she dating dykes	OFF
	RT @Smooth_Orator  For niggas who claim to love pussy as much as y'all do  y'all should be champions for sexual liberation and stigma remov #8230 	OFF
	RT @Smooth_Orator  Slander don't exist when you make her cum Every bad thing she says doesn't register  cuz you got the pussy	OFF
	RT @Smug_Lemur  He loves me  eats a brownie   He loves me not  eats a brownie 	NOT
	RT @SnapBackTC  wake me up when da bitches get here	OFF
	RT @Sneakbo  Man like @Stormzy1 doing Hella things  #128175  #128175  #128175  #128588  I gotta take my hat off to that nig	OFF
	RT @SneakerHeadSean  So y'all niggas really love these hoes with nigga qualities huhshe roll the blunt better than you and she wifey now #8230 	OFF
	RT @SneakerPics23  Oreo 6's http //tco/Jx9DD9oahY	NOT
	RT @SnipersInPeril  @ShinSnipes happy birthday my little cotton picker	OFF
	RT @SnipesJr_  Don't fall out wit yo niggas over hoes	OFF
	RT @SnowThaProduct  #FrasesDeUnaMadreMexicana these bitches is my sons lol	OFF
	RT @SnowThaProduct  i can do somethin good but im always gon be awetbackcoo  #9996 	OFF
	RT @SoCoSoPretty  And niggas don't be knowing the difference or want to believe that the bitch actually ugly	OFF
	RT @SoTrippyWhit   #8220 @laaaeee  I swear to god Whitney is a Regina George  #128128  http //tco/bttoCzQK5S #8221  wow im a bitch  #128123 	OFF
	RT @SoccerGrlProbs  Germany's likeNext goal has to be a header Then next goal after that has to be a diving header Let's play monkey  #8230 	NOT
	RT @SochittaSal  I got drugs and hugs for you  bitch	OFF
	RT @SochittaSal  Short bitches run sht	OFF
	RT @SolelyJones  Lowkey Apple made iOS 8 like this so niggas get caught and have to buy their bitches iphone 6s to make up	OFF
	RT @SoloDahSystem  As in rubbing her booty on another mans penis Sure RT @PacDaGoat  Fellas you cool with your girl dancing with other nig #8230 	OFF
	RT @Solyybee_  Lmfao RT #8220 @macktology101  Alco(ho)l #8221 	NOT
	RT @Somaya_Reece  I am nice I am humble but I will still let a bitch know what's up HUNNNNEY #128133  #128226  #128226  #128226  #128226  #128226 	OFF
	RT @SomeoneBelow  The person below didn't get a big booty hoe	OFF
	RT @SomeoneBelow  The person below is a cunt	OFF
	RT @SomthinBoutSara  When I hear a baby cry at a restaurant I can literally feel my pussy slam a door closed and throw out the gone fishing #8230 	OFF
	RT @SooMonique  And she gave this nigga head while I was laying next to her while she had a bf  #128514  #128514  #128514  #128514  she's a hoe on the low	OFF
	RT @SophieFairman1  Trust no man  fear no bitch #wisewords	OFF
	RT @SortaBad  A boy won the Scripps Spelling Bee by spelling 'knaidel' Used in a sentence  I'll never get any pussy because I know how to  #8230 	OFF
	RT @Sosa_chello  Ian worried bout a bitch who ain't worried bout me  #128526  #128175 	OFF
	RT @SoulYodeler  Go ahead and mock me  one day I'll sell enough of this make-up to drive the pink Mary Kay Cadillac and we'll see who's gay #8230 	OFF
	RT @SourPinkk  If having hoes still excites you   you still have some growing to do lil mf 	OFF
	RT @SouthPark   #8220 If you want to buy anything  you just talk to the bottom bitch and then the bottom bitch talks to me #8230  Do you know what I am #8230 	OFF
	RT @SouthsideVic  Keebler elves gone have to make weed brownies when it's legalized In da tree trunk but da trap going crazy Bro that shi #8230 	OFF
	RT @SouthsideVic  This tweet was a booby trap and I caught 23 hoes http //tco/f30lY2JiQP	OFF
	RT @SouthsideVic  Why girls be so embrrased when they pussy fart Embrace that shit Make the cheeks clap with it We finna beatbox	OFF
	RT @Soy_Brent  steal a nigga's bitch  don't steal a nigga's tweets	OFF
	RT @SpaceCatPics  Meow  bitches	OFF
	RT @SpacePlankton  If one more FB idiot bitches about the weather  I will hunt them down    kill them with kindness because everyone is enti #8230 	OFF
	RT @SpacePlankton  Saw a man in a yellow hat at the Grand Canyon today He was hanging out next to a curious gorge	NOT
	RT @SpacePlankton  This monkey on my back keeps smearing poop in my hair	NOT
	RT @SpankxBoogey  Ultimate bitch  #128591 	OFF
	RT @Spartacunt  I should get a job at the USPS customer service number since the only requirement is being a total cunt	OFF
	RT @SpenceLynn  Idk how people can just not have a job and stay at home all day watching tv  it was so boring for me to do it 2 days idk ho #8230 	NOT
	RT @SpikedFins  rt if you are nerd trash who likes to set things on fire sometimes	OFF
	RT @SpongebobMemory  The sash ringingthe trash singingmash flingingthe flash stringingringingTHE HASH SLINGING SLASHER http #8230 	NOT
	RT @SportsCenter I #8217 ve had the greatest job in the world I got a chance to be the shortstop of the New York Yankees #8221  - Derek Jeter http  #8230 	NOT
	RT @SportsCenter  A WILD one in the Bronx Yankees score 6 runs in bottom of 7th to take 8-7 lead over Red Sox The half-inning took THIRTY #8230 	NOT
	RT @SportsCenter  BREAKING  Japanese ace Masahiro Tanaka will sign with the Yankees for seven years  $155 million (via Fox Sports)	NOT
